NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.972083333,9.597055861,11.48809524,10.41913043,8.535483871,7.791538462,NaN,NaN,14.15,NaN,NaN
9.368115297,10.13613717,12.26,10.61821429,9.445,7.891818182,NaN,NaN,NaN,11.27,4.092
8.254914611,8.103088235,11.47694444,9.625083456,8.9725,NaN,NaN,NaN,NaN,11.08,6.972083333
9.329768935,10.65,10.84224252,9.448712121,9.13627451,NaN,NaN,NaN,NaN,NaN,NaN
10.7,10.03333333,7.7875,9.783583333,9.147727273,NaN,NaN,17.476,NaN,NaN,NaN
9.083333333,9.879322916,18.05,9.487412281,9.271212121,NaN,NaN,17.46333333,NaN,NaN,NaN
10.905,12.88,15.69666667,8.945325203,8.675,NaN,NaN,NaN,NaN,NaN,7.444677419
13.06666667,7.9,15.945,9.026845238,8.987068966,NaN,NaN,10.96175,11.36410448,11.73452174,8.637307692
11.16745566,NaN,11.32,9.046596491,8.994927536,NaN,NaN,13.16158155,10.50450965,11.48299922,8.908362069
8.275598754,NaN,6.76,9.698720539,8.60326087,NaN,NaN,16.67809804,10.43923077,8.956666667,10.79846154
10.54,14,12.3,8.575914583,10.05128205,NaN,NaN,16.02892857,NaN,6.23,NaN
NaN,11.55,NaN,9.760512821,10.01349206,NaN,NaN,13.68885965,NaN,NaN,NaN
NaN,14,5.6,9.166489362,10.58425926,NaN,NaN,NaN,NaN,NaN,NaN
11.5,NaN,4.7,8.983478261,9.017391304,NaN,NaN,11.46797185,NaN,NaN,NaN
NaN,12.2,8.833333333,8.953510638,8.578846154,NaN,NaN,8.786231884,NaN,NaN,NaN
12.01,13.3,8.564,9.143272727,9.365217391,NaN,NaN,9.545724638,NaN,NaN,NaN
8.65,14.2,5.79,8.825598549,8.338666667,NaN,NaN,12.9475,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.61875,13.85860465,11.04805031,13.03953488,16.3,NaN,NaN,6.06,7.516666667,NaN,NaN
2.2,10.2125,10.58333333,8.5046875,10.65,7.598333333,NaN,5.7725,10.3255,NaN,4.622325581
8.019034165,10.71585022,12.91111111,13.1625,7.1,7.5975,NaN,NaN,6.780952381,NaN,5.404379845
11.81,9.464285714,12.16803892,7.883125,9.6,7.723846154,NaN,NaN,6.725,NaN,6.428571429
8.546666667,9.01969697,7.255,10.86666667,16.1,NaN,NaN,NaN,NaN,NaN,6.633658537
10.86258741,8.828831009,8.981111111,8.518333333,15.8,NaN,NaN,NaN,NaN,NaN,6.650149254
7.8,NaN,13.46,9.573076923,7.025,NaN,NaN,NaN,NaN,NaN,12.45
2.2,9.4,10.93666667,8.58,11.5,NaN,NaN,16.942,NaN,NaN,NaN
8.780151515,8.66385851,7.8,5.366666667,8.025,NaN,NaN,NaN,NaN,NaN,NaN
2,13.4,9.002,7.01,6.985714286,NaN,NaN,12.47454338,11.22824219,NaN,NaN
9.688,NaN,5,8.447142857,8.616666667,NaN,NaN,15.39761464,10.2078972,NaN,7.607755102
NaN,7.9,NaN,11.08666667,6.6,NaN,NaN,11.124,13.83333333,NaN,8.439519774
NaN,NaN,NaN,15.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.53666667,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.33958643,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.266666667,7.433333333,NaN,10.6770528,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.966666667,8.66,11.44,13.02857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.92727172,10.33708333,10.84465092,9.352941176,14.93333333,7.45,17.3,5.065714286,10.57565217,NaN,NaN
8.73637047,9.839597877,11.7150781,11.64960317,7.6625,7.55,NaN,NaN,NaN,NaN,2.826666667
7.821326531,8.898435592,10.85980392,12.62560976,15.7,7.133333333,NaN,NaN,NaN,NaN,4.93
7.458333333,9.42125,12.27272727,9.662727273,12.95,5.8,NaN,NaN,6.766,NaN,5.02407197
9.590043289,5.25,13.275,11.26428571,12.4,NaN,NaN,NaN,7.031333333,NaN,6.13895189
11.05137737,8.875122355,10.16076923,8.6625,10.23333333,NaN,NaN,NaN,NaN,NaN,6.57625
NaN,12.02,10.625,8.053333333,11.75,NaN,NaN,17.56857143,NaN,NaN,13.30588235
11.29856719,9.491676902,13.1975,5.548125,16.6,NaN,NaN,NaN,NaN,NaN,NaN
9.081428571,NaN,6.45,7.11765758,16.66666667,NaN,NaN,14.63501542,10.89476727,NaN,NaN
NaN,NaN,NaN,8.75,NaN,NaN,NaN,14.40639881,11.70638889,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.891895601,11.5236796,9.905490196,9.893333333,8.9,NaN,17.55,5.405384615,8.815263333,NaN,2.81
9.970747126,11.21697102,11.11923077,9.818545455,8.028571429,6.61,NaN,NaN,7.346904762,NaN,3.036811594
9.9,12.16166667,10.1,12.00355191,15.025,6.85,NaN,NaN,7.582954545,NaN,NaN
8.795066666,10.39,10.8108651,9.355357143,13.86666667,NaN,NaN,NaN,7.36962963,NaN,NaN
NaN,NaN,11.63866667,8.660263158,16.1,NaN,NaN,NaN,6.963,NaN,4.248390805
7.246666667,7.983333333,11.786,9.152291667,13.82,NaN,NaN,NaN,7.013962264,NaN,5.863164063
7.396984596,9.030824176,9.813,6.483333333,15.9,3,NaN,NaN,6.566313131,NaN,5.958287671
9.29,12.37,9.615979287,9.431206349,16.2,NaN,NaN,17.521,NaN,NaN,13.5
7.1,16.62,14.83333333,16.2,17.1,NaN,NaN,14.45587106,10.70573383,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,11.4,9.55,0.9,NaN,NaN,NaN,6.008333334,NaN,NaN
9.821333333,11.7304386,11.43846154,11.68000248,8.16,NaN,NaN,3.038181818,7.966380952,NaN,3.739444444
3,11.6675,11.02738095,13.5553161,16.2,NaN,NaN,NaN,NaN,NaN,NaN
11.80953787,10.98833333,14.15,13.98625,16.1,NaN,NaN,NaN,NaN,NaN,NaN
NaN,10.7,10.82,3.042857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,10.55,9.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85625,11.01123142,10.46818182,9.639393939,12.63333333,NaN,NaN,NaN,6.777,NaN,6.733476703
9.842810718,9.255472097,12.11136364,5.95,9.5,NaN,NaN,18.150625,6.343809524,NaN,7.697982456
10.75,NaN,9.899,10.02558824,17.7,NaN,NaN,13.77631768,10.69048165,NaN,13.48444444
15.49,NaN,NaN,NaN,NaN,NaN,NaN,19.9627381,11.99333333,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,11.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,12.90333333,NaN,12.6875,NaN,NaN,NaN,2.346666667,NaN,NaN,NaN
NaN,NaN,7.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.958,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.45,NaN,13.24666667,5.2225,15.15,NaN,NaN,19.49,6.137866667,NaN,7.70988764
9.7,NaN,8.95,7.466153846,16.65,NaN,NaN,13.41902235,10.54089892,NaN,6.7
8.633333333,NaN,NaN,6.5,18.25,NaN,NaN,19.8638388,10.61714286,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.06375,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,18.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,15.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.7,NaN,7.95,6.7,NaN,8.195454545,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.9,NaN,9.2,NaN,NaN,9.481538462,NaN,NaN
10.70833334,NaN,NaN,4.775,NaN,NaN,NaN,NaN,6.90625,NaN,NaN
6.53,NaN,NaN,11.05,NaN,9.15,NaN,NaN,5.513018018,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.19037037,NaN,NaN
NaN,NaN,NaN,5.68,NaN,NaN,NaN,12.47379524,10.80686849,NaN,NaN
8.605,NaN,12.22625239,5.073333333,16,NaN,NaN,12.0785639,10.74599004,NaN,NaN
14.2,NaN,6.466666667,6.655714286,16.06666667,NaN,NaN,13.29977019,9.986640682,NaN,7.184328358
12.9,NaN,3.75,6.9,16.725,NaN,NaN,NaN,8.76625,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.48303238,6.856464286,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.201111111,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.725,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,11.63333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,12.38766667,8.76,NaN,8.733333333,NaN,NaN,4.3725,NaN,NaN
8,NaN,NaN,6.571428571,NaN,9.25,NaN,NaN,6.028888889,NaN,NaN
NaN,NaN,10.15,7.625,NaN,9.1,NaN,NaN,6.2746,NaN,NaN
13.9,NaN,NaN,8.78,NaN,8.75,NaN,NaN,7.543859649,NaN,NaN
10.31904762,NaN,NaN,9.057692308,NaN,NaN,NaN,NaN,5.294108527,NaN,NaN
11.02619223,NaN,15.4,5.980666667,16.3,16,NaN,NaN,6.511551724,NaN,NaN
9.061904762,NaN,NaN,7.285294118,17,NaN,NaN,NaN,5.17875,NaN,NaN
10.22208333,NaN,6.1,5.148,18.3,NaN,NaN,NaN,5.17,NaN,NaN
10.75767508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,11.44833333,10.13,NaN,7.757142857,NaN,NaN,4.08875,NaN,NaN
NaN,NaN,12.102,9.2,NaN,7.9,NaN,NaN,4.073513514,NaN,NaN
8.671428571,NaN,4.3,1.5,NaN,15.25,NaN,NaN,NaN,NaN,NaN
9.185555556,NaN,NaN,1.05,NaN,15.5,NaN,NaN,NaN,NaN,NaN
10.36369223,NaN,NaN,3.2125,NaN,16.25,NaN,NaN,NaN,NaN,NaN
8.783333334,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
